Date,HomeTeam,AwayTeam,FTHG,FTAG,HST,AST
25/04/2026,Birmingham,Bristol City,2,1,6,2
25/04/2026,Norwich,Swansea,1,1,8,2
25/04/2026,Oxford,Sheffield Weds,4,1,10,3
25/04/2026,QPR,Derby,2,3,12,3
25/04/2026,Sheffield United,Preston,2,3,3,6
25/04/2026,Stoke,Portsmouth,1,3,3,4
26/04/2026,Coventry,Wrexham,3,1,6,2
28/04/2026,Southampton,Ipswich,2,2,4,9
02/05/2026,Blackburn,Leicester,0,1,3,9
02/05/2026,Bristol City,Stoke,2,0,5,2
02/05/2026,Derby,Sheffield United,1,2,6,8
02/05/2026,Hull,Norwich,2,1,6,2
02/05/2026,Ipswich,QPR,3,0,7,4
02/05/2026,Millwall,Oxford,2,0,8,1
02/05/2026,Portsmouth,Birmingham,1,1,2,5
02/05/2026,Preston,Southampton,1,3,5,5
02/05/2026,Sheffield Weds,West Brom,2,1,5,5
02/05/2026,Swansea,Charlton,3,1,8,3
02/05/2026,Watford,Coventry,0,4,4,7
02/05/2026,Wrexham,Middlesbrough,2,2,8,5
