Date,HomeTeam,AwayTeam,FTHG,FTAG,HST,AST
14/12/2024,Middlesbrough,Millwall,1,0,2,4
14/12/2024,Oxford,Sheffield Weds,1,3,5,9
14/12/2024,Sheffield United,Plymouth,2,0,3,4
14/12/2024,Stoke,Cardiff,2,2,5,4
14/12/2024,Swansea,Sunderland,2,3,4,5
15/12/2024,Watford,West Brom,2,1,7,6
15/12/2024,Norwich,Burnley,1,2,6,5
20/12/2024,Luton,Derby,2,1,5,3
21/12/2024,Hull,Swansea,2,1,5,2
21/12/2024,Portsmouth,Coventry,4,1,7,3
21/12/2024,Sheffield Weds,Stoke,2,0,4,4
21/12/2024,Burnley,Watford,2,1,5,2
21/12/2024,Cardiff,Sheffield United,0,2,2,5
21/12/2024,Leeds,Oxford,4,0,9,0
21/12/2024,Millwall,Blackburn,1,0,4,1
21/12/2024,Plymouth,Middlesbrough,3,3,5,6
21/12/2024,QPR,Preston,2,1,4,2
21/12/2024,Sunderland,Norwich,2,1,4,4
22/12/2024,West Brom,Bristol City,2,0,4,2
26/12/2024,Blackburn,Sunderland,2,2,3,4
26/12/2024,Bristol City,Luton,1,0,3,2
26/12/2024,Coventry,Plymouth,4,0,9,1
26/12/2024,Middlesbrough,Sheffield Weds,3,3,4,5
26/12/2024,Norwich,Millwall,2,1,4,2
26/12/2024,Oxford,Cardiff,3,2,5,3
26/12/2024,Preston,Hull,1,0,2,4
26/12/2024,Sheffield United,Burnley,0,2,3,4
26/12/2024,Swansea,QPR,3,0,8,0
26/12/2024,Watford,Portsmouth,2,1,6,1
26/12/2024,Derby,West Brom,2,1,4,3
26/12/2024,Stoke,Leeds,0,2,2,5
29/12/2024,Norwich,QPR,1,1,4,0
29/12/2024,Preston,Sheffield Weds,3,1,7,3
29/12/2024,Sheffield United,West Brom,1,1,2,6
29/12/2024,Blackburn,Hull,0,1,2,3
29/12/2024,Bristol City,Portsmouth,3,0,7,2
29/12/2024,Coventry,Millwall,0,0,1,2
29/12/2024,Oxford,Plymouth,2,0,5,2
29/12/2024,Stoke,Sunderland,1,0,4,7
29/12/2024,Swansea,Luton,2,1,9,1
29/12/2024,Watford,Cardiff,1,2,1,3
29/12/2024,Derby,Leeds,0,1,1,6
29/12/2024,Middlesbrough,Burnley,0,0,3,1
01/01/2025,Plymouth,Bristol City,2,2,7,6
01/01/2025,QPR,Watford,3,1,5,3
01/01/2025,Millwall,Oxford,0,1,4,2
01/01/2025,Burnley,Stoke,0,0,2,3
01/01/2025,Cardiff,Coventry,1,1,2,7
01/01/2025,Leeds,Blackburn,1,1,4,2
01/01/2025,Luton,Norwich,0,1,3,2
01/01/2025,Portsmouth,Swansea,4,0,6,3
01/01/2025,Sheffield Weds,Derby,4,2,8,8
01/01/2025,West Brom,Preston,3,1,7,5
01/01/2025,Hull,Middlesbrough,0,1,0,6
01/01/2025,Sunderland,Sheffield United,2,1,6,3
04/01/2025,Blackburn,Burnley,0,1,1,2
04/01/2025,Stoke,Plymouth,0,0,3,1
04/01/2025,Swansea,West Brom,1,1,2,4
04/01/2025,Bristol City,Derby,1,0,2,3
04/01/2025,Hull,Leeds,3,3,6,9
04/01/2025,Middlesbrough,Cardiff,1,1,3,2
04/01/2025,Norwich,Coventry,2,1,9,2
04/01/2025,Preston,Oxford,1,1,5,3
04/01/2025,Sheffield Weds,Millwall,2,2,2,6
04/01/2025,Watford,Sheffield United,1,2,4,6
05/01/2025,Sunderland,Portsmouth,1,0,8,1
06/01/2025,QPR,Luton,2,1,6,4
14/01/2025,Cardiff,Watford,1,1,4,2
14/01/2025,Plymouth,Oxford,1,1,2,3
15/01/2025,Blackburn,Portsmouth,3,0,6,2
17/01/2025,Burnley,Sunderland,0,0,4,3
18/01/2025,Cardiff,Swansea,3,0,6,2
18/01/2025,Millwall,Hull,0,1,1,2
18/01/2025,Plymouth,QPR,0,1,1,7
18/01/2025,Coventry,Bristol City,1,0,4,2
18/01/2025,Derby,Watford,0,2,3,5
18/01/2025,Luton,Preston,0,0,4,0
18/01/2025,Oxford,Blackburn,1,0,7,4
18/01/2025,Portsmouth,Middlesbrough,2,1,5,5
18/01/2025,Sheffield United,Norwich,2,0,6,0
18/01/2025,West Brom,Stoke,1,1,4,2
19/01/2025,Leeds,Sheffield Weds,3,0,5,3
21/01/2025,Blackburn,Coventry,0,2,7,4
21/01/2025,Derby,Sunderland,0,1,3,3
21/01/2025,Hull,QPR,1,2,3,4
21/01/2025,Middlesbrough,West Brom,2,0,4,1
21/01/2025,Oxford,Luton,3,2,5,3
21/01/2025,Swansea,Sheffield United,1,2,5,3
21/01/2025,Watford,Preston,1,2,4,8
21/01/2025,Millwall,Cardiff,2,2,3,5
22/01/2025,Leeds,Norwich,2,0,7,0
22/01/2025,Portsmouth,Stoke,3,1,7,2
22/01/2025,Sheffield Weds,Bristol City,2,2,5,3
22/01/2025,Plymouth,Burnley,0,5,1,9
24/01/2025,Sheffield United,Hull,0,3,2,5
25/01/2025,Luton,Millwall,0,1,2,6
25/01/2025,Norwich,Swansea,5,1,8,3
25/01/2025,Stoke,Oxford,0,0,4,4
25/01/2025,Bristol City,Blackburn,2,1,5,3
25/01/2025,Cardiff,Derby,2,1,9,6
25/01/2025,Coventry,Watford,2,1,2,3
25/01/2025,Preston,Middlesbrough,2,1,4,6
25/01/2025,QPR,Sheffield Weds,0,2,2,5
25/01/2025,Sunderland,Plymouth,2,2,5,3
25/01/2025,West Brom,Portsmouth,5,1,11,4
27/01/2025,Burnley,Leeds,0,0,0,1
28/01/2025,Portsmouth,Millwall,0,1,3,1
31/01/2025,Blackburn,Preston,2,1,2,2
01/02/2025,Oxford,Bristol City,1,1,4,2
01/02/2025,Plymouth,West Brom,2,1,4,4
01/02/2025,Watford,Norwich,0,1,1,5
01/02/2025,Derby,Sheffield United,0,1,2,3
01/02/2025,Hull,Stoke,1,2,8,5
01/02/2025,Leeds,Cardiff,7,0,12,2
01/02/2025,Millwall,QPR,2,1,4,5
01/02/2025,Portsmouth,Burnley,0,0,3,6
01/02/2025,Sheffield Weds,Luton,1,1,4,1
01/02/2025,Swansea,Coventry,0,2,1,5
03/02/2025,Middlesbrough,Sunderland,2,3,4,9
04/02/2025,Burnley,Oxford,1,0,7,0
04/02/2025,QPR,Blackburn,2,1,6,4
05/02/2025,Coventry,Leeds,0,2,4,8
08/02/2025,Sunderland,Watford,2,2,7,5
08/02/2025,West Brom,Sheffield Weds,2,1,5,4
08/02/2025,Norwich,Derby,1,1,3,2
08/02/2025,Sheffield United,Portsmouth,2,1,3,5
09/02/2025,Bristol City,Swansea,0,1,3,5
11/02/2025,Coventry,QPR,1,0,6,3
11/02/2025,Derby,Oxford,0,0,4,1
11/02/2025,Portsmouth,Cardiff,2,1,8,6
11/02/2025,Watford,Leeds,0,4,2,7
11/02/2025,Norwich,Preston,0,1,1,1
12/02/2025,Bristol City,Stoke,2,0,6,0
12/02/2025,Burnley,Hull,2,0,5,3
12/02/2025,Plymouth,Millwall,5,1,7,6
12/02/2025,Sunderland,Luton,2,0,3,1
12/02/2025,Swansea,Sheffield Weds,0,1,1,5
12/02/2025,Sheffield United,Middlesbrough,3,1,9,4
12/02/2025,West Brom,Blackburn,0,2,3,4
14/02/2025,QPR,Derby,4,0,5,1
15/02/2025,Cardiff,Bristol City,1,1,6,4
15/02/2025,Oxford,Portsmouth,0,2,1,4
15/02/2025,Preston,Burnley,0,0,1,2
15/02/2025,Blackburn,Plymouth,2,0,7,3
15/02/2025,Hull,Norwich,1,1,4,3
15/02/2025,Luton,Sheffield United,0,1,5,4
15/02/2025,Middlesbrough,Watford,0,1,5,6
15/02/2025,Millwall,West Brom,1,1,6,3
15/02/2025,Sheffield Weds,Coventry,1,2,8,4
15/02/2025,Stoke,Swansea,3,1,5,2
17/02/2025,Leeds,Sunderland,2,1,4,6
18/02/2025,Preston,Millwall,1,1,4,3
19/02/2025,Luton,Plymouth,1,1,2,1
21/02/2025,Bristol City,Middlesbrough,2,1,7,4
21/02/2025,Burnley,Sheffield Weds,4,0,4,2
22/02/2025,Derby,Millwall,0,1,0,4
22/02/2025,Plymouth,Cardiff,1,1,1,3
22/02/2025,Sunderland,Hull,0,1,2,4
22/02/2025,Coventry,Preston,2,1,9,3
22/02/2025,Norwich,Stoke,4,2,7,4
22/02/2025,Portsmouth,QPR,2,1,3,4
22/02/2025,Swansea,Blackburn,3,0,5,2
22/02/2025,West Brom,Oxford,2,0,5,0
23/02/2025,Watford,Luton,2,0,5,2
24/02/2025,Sheffield United,Leeds,1,3,4,8
25/02/2025,Cardiff,Hull,1,0,4,1
25/02/2025,Stoke,Middlesbrough,1,3,3,6
28/02/2025,Sheffield Weds,Sunderland,1,2,4,4
01/03/2025,Blackburn,Norwich,1,1,1,3
01/03/2025,Leeds,West Brom,1,1,2,3
01/03/2025,Oxford,Coventry,2,3,4,6
01/03/2025,Luton,Portsmouth,1,0,2,1
01/03/2025,Middlesbrough,Derby,1,0,6,1
01/03/2025,QPR,Sheffield United,1,2,4,2
01/03/2025,Stoke,Watford,0,0,2,1
04/03/2025,Cardiff,Burnley,1,2,2,5
04/03/2025,Hull,Plymouth,2,0,5,0
04/03/2025,Millwall,Bristol City,0,2,1,5
04/03/2025,Preston,Swansea,0,0,5,1
07/03/2025,Norwich,Oxford,1,1,6,2
08/03/2025,Coventry,Stoke,3,2,3,4
08/03/2025,Watford,Millwall,1,2,5,4
08/03/2025,Bristol City,Hull,1,1,10,1
08/03/2025,Burnley,Luton,4,0,3,2
08/03/2025,Derby,Blackburn,2,1,2,4
08/03/2025,Plymouth,Sheffield Weds,0,3,2,3
08/03/2025,Sheffield United,Preston,1,0,4,3
08/03/2025,Sunderland,Cardiff,2,1,4,2
08/03/2025,Swansea,Middlesbrough,1,0,4,1
08/03/2025,West Brom,QPR,1,0,1,1
09/03/2025,Portsmouth,Leeds,1,0,3,4
11/03/2025,Burnley,West Brom,1,1,2,3
11/03/2025,Cardiff,Luton,1,2,4,4
11/03/2025,Derby,Coventry,2,0,2,4
11/03/2025,Middlesbrough,QPR,2,1,5,5
11/03/2025,Norwich,Sheffield Weds,2,3,3,5
11/03/2025,Sunderland,Preston,1,1,2,2
11/03/2025,Sheffield United,Bristol City,1,1,5,4
12/03/2025,Hull,Oxford,2,1,2,3
12/03/2025,Leeds,Millwall,2,0,2,0
12/03/2025,Portsmouth,Plymouth,1,2,3,3
12/03/2025,Watford,Swansea,1,0,2,3
12/03/2025,Stoke,Blackburn,1,0,3,2
14/03/2025,Bristol City,Norwich,2,1,5,6
15/03/2025,Millwall,Stoke,1,0,4,1
15/03/2025,QPR,Leeds,2,2,4,3
15/03/2025,Blackburn,Cardiff,1,2,2,4
15/03/2025,Coventry,Sunderland,3,0,5,1
15/03/2025,Luton,Middlesbrough,0,0,5,0
15/03/2025,Oxford,Watford,1,0,3,4
15/03/2025,Plymouth,Derby,2,3,3,5
15/03/2025,Preston,Portsmouth,2,1,6,2
15/03/2025,Swansea,Burnley,0,2,1,5
15/03/2025,West Brom,Hull,1,1,3,4
16/03/2025,Sheffield Weds,Sheffield United,0,1,3,2
28/03/2025,Sheffield United,Coventry,3,1,6,4
29/03/2025,Hull,Luton,0,1,3,2
29/03/2025,Watford,Plymouth,0,0,1,1
29/03/2025,Burnley,Bristol City,1,0,3,1
29/03/2025,Cardiff,Sheffield Weds,1,1,5,2
29/03/2025,Leeds,Swansea,2,2,7,6
29/03/2025,Middlesbrough,Oxford,2,1,4,3
29/03/2025,Norwich,West Brom,1,0,3,7
29/03/2025,Portsmouth,Blackburn,1,0,2,3
29/03/2025,Stoke,QPR,3,1,6,3
29/03/2025,Sunderland,Millwall,1,0,6,2
02/04/2025,Derby,Preston,2,0,2,1
04/04/2025,Blackburn,Middlesbrough,0,2,2,3
05/04/2025,Coventry,Burnley,1,2,4,6
05/04/2025,Luton,Leeds,1,1,3,5
05/04/2025,West Brom,Sunderland,0,1,3,3
05/04/2025,Bristol City,Watford,2,1,4,3
05/04/2025,Millwall,Portsmouth,2,1,3,3
05/04/2025,Oxford,Sheffield United,1,0,3,4
05/04/2025,Plymouth,Norwich,2,1,4,4
05/04/2025,Preston,Stoke,1,1,2,5
05/04/2025,QPR,Cardiff,0,0,4,2
05/04/2025,Sheffield Weds,Hull,0,1,4,2
05/04/2025,Swansea,Derby,1,0,1,2
08/04/2025,Blackburn,Sheffield Weds,2,2,5,3
08/04/2025,Bristol City,West Brom,2,1,7,5
08/04/2025,Derby,Burnley,0,0,1,2
08/04/2025,Norwich,Sunderland,0,0,4,3
08/04/2025,Preston,Cardiff,2,2,4,6
08/04/2025,Sheffield United,Millwall,0,1,5,2
08/04/2025,Stoke,Luton,1,1,4,3
08/04/2025,Watford,Hull,1,0,2,5
08/04/2025,Middlesbrough,Leeds,0,1,2,3
09/04/2025,Oxford,QPR,1,3,5,6
09/04/2025,Swansea,Plymouth,3,0,8,3
09/04/2025,Coventry,Portsmouth,1,0,3,1
11/04/2025,Burnley,Norwich,2,1,2,2
12/04/2025,Leeds,Preston,2,1,5,2
12/04/2025,Plymouth,Sheffield United,2,1,3,3
12/04/2025,Cardiff,Stoke,0,1,3,5
12/04/2025,Luton,Blackburn,0,1,3,2
12/04/2025,Millwall,Middlesbrough,1,0,4,4
12/04/2025,Portsmouth,Derby,2,2,5,4
12/04/2025,QPR,Bristol City,1,1,4,1
12/04/2025,Sheffield Weds,Oxford,0,1,2,5
12/04/2025,Sunderland,Swansea,0,1,3,2
12/04/2025,West Brom,Watford,2,1,5,3
14/04/2025,Hull,Coventry,1,1,3,8
18/04/2025,Derby,Luton,0,1,5,1
18/04/2025,Blackburn,Millwall,4,1,6,6
18/04/2025,Bristol City,Sunderland,2,1,7,2
18/04/2025,Coventry,West Brom,2,0,4,0
18/04/2025,Middlesbrough,Plymouth,2,1,8,5
18/04/2025,Norwich,Portsmouth,3,5,6,10
18/04/2025,Preston,QPR,1,2,2,5
18/04/2025,Stoke,Sheffield Weds,2,0,3,1
18/04/2025,Swansea,Hull,1,0,3,3
18/04/2025,Watford,Burnley,1,2,5,7
18/04/2025,Sheffield United,Cardiff,2,0,5,3
18/04/2025,Oxford,Leeds,0,1,2,4
21/04/2025,Cardiff,Oxford,1,1,3,1
21/04/2025,Hull,Preston,2,1,6,2
21/04/2025,Leeds,Stoke,6,0,11,1
21/04/2025,Luton,Bristol City,3,1,7,4
21/04/2025,Millwall,Norwich,3,1,5,1
21/04/2025,Plymouth,Coventry,3,1,5,3
21/04/2025,Portsmouth,Watford,1,0,10,3
21/04/2025,QPR,Swansea,1,2,2,2
21/04/2025,Sheffield Weds,Middlesbrough,2,1,11,6
21/04/2025,Sunderland,Blackburn,0,1,2,1
21/04/2025,West Brom,Derby,1,3,2,4
21/04/2025,Burnley,Sheffield United,2,1,4,4
25/04/2025,Stoke,Sheffield United,0,2,3,5
26/04/2025,Luton,Coventry,1,0,8,0
26/04/2025,QPR,Burnley,0,5,2,10
26/04/2025,Blackburn,Watford,2,1,4,2
26/04/2025,Cardiff,West Brom,0,0,5,5
26/04/2025,Hull,Derby,0,1,2,2
26/04/2025,Middlesbrough,Norwich,0,0,5,4
26/04/2025,Millwall,Swansea,1,0,4,4
26/04/2025,Oxford,Sunderland,2,0,4,0
26/04/2025,Preston,Plymouth,1,2,7,3
26/04/2025,Sheffield Weds,Portsmouth,1,1,5,1
