Date,HomeTeam,AwayTeam,FTHG,FTAG,AvgCH,AvgCD,AvgCA
01/09/2024,Man United,Liverpool,0,3,3.56,4.04,1.95
14/09/2024,Southampton,Man United,0,3,4.19,4.05,1.8
14/09/2024,Brighton,Ipswich,0,0,1.48,4.7,6.48
14/09/2024,Crystal Palace,Leicester,2,2,1.67,3.98,5.27
14/09/2024,Fulham,West Ham,1,1,2.33,3.39,3.15
14/09/2024,Liverpool,Nott'm Forest,0,1,1.23,6.75,11.99
14/09/2024,Man City,Brentford,2,1,1.19,7.64,13.85
14/09/2024,Aston Villa,Everton,3,2,1.68,3.94,5.24
14/09/2024,Bournemouth,Chelsea,0,1,3.11,3.8,2.19
15/09/2024,Tottenham,Arsenal,0,1,2.77,3.51,2.53
15/09/2024,Wolves,Newcastle,1,2,3.59,3.69,2.04
21/09/2024,West Ham,Chelsea,0,3,3.53,3.91,2.0
21/09/2024,Aston Villa,Wolves,3,1,1.62,4.27,5.28
21/09/2024,Fulham,Newcastle,3,1,2.89,3.51,2.45
21/09/2024,Leicester,Everton,1,1,2.11,3.5,3.57
21/09/2024,Liverpool,Bournemouth,3,0,1.26,6.7,10.38
21/09/2024,Southampton,Ipswich,1,1,2.44,3.44,2.95
21/09/2024,Tottenham,Brentford,3,1,1.47,4.99,6.19
21/09/2024,Crystal Palace,Man United,0,0,2.85,3.58,2.44
22/09/2024,Brighton,Nott'm Forest,2,2,1.84,3.75,4.33
22/09/2024,Man City,Arsenal,2,2,1.78,3.58,4.98
28/09/2024,Newcastle,Man City,1,1,4.95,4.2,1.67
28/09/2024,Arsenal,Leicester,4,2,1.2,7.13,15.65
28/09/2024,Brentford,West Ham,1,1,2.23,3.57,3.2
28/09/2024,Chelsea,Brighton,4,2,1.77,4.18,4.26
28/09/2024,Everton,Crystal Palace,2,1,2.75,3.34,2.65
28/09/2024,Nott'm Forest,Fulham,0,1,2.54,3.17,3.03
28/09/2024,Wolves,Liverpool,1,2,8.71,5.91,1.32
29/09/2024,Ipswich,Aston Villa,2,2,3.65,3.58,2.06
29/09/2024,Man United,Tottenham,0,3,2.11,3.86,3.24
30/09/2024,Bournemouth,Southampton,3,1,1.52,4.52,6.1
05/10/2024,Crystal Palace,Liverpool,0,1,5.03,4.1,1.67
05/10/2024,Arsenal,Southampton,3,1,1.18,7.99,15.31
05/10/2024,Brentford,Wolves,5,3,2.05,3.6,3.57
05/10/2024,Leicester,Bournemouth,1,0,3.5,3.79,2.04
05/10/2024,Man City,Fulham,3,2,1.26,6.4,10.93
05/10/2024,West Ham,Ipswich,4,1,1.91,3.79,3.98
05/10/2024,Everton,Newcastle,0,0,3.67,3.74,1.98
06/10/2024,Aston Villa,Man United,0,0,2.2,3.86,3.06
06/10/2024,Chelsea,Nott'm Forest,1,1,1.5,4.6,6.34
06/10/2024,Brighton,Tottenham,3,2,2.89,3.93,2.27
19/10/2024,Tottenham,West Ham,4,1,1.45,5.23,6.17
19/10/2024,Fulham,Aston Villa,1,3,2.48,3.44,2.89
19/10/2024,Ipswich,Everton,0,2,2.38,3.43,3.05
19/10/2024,Man United,Brentford,2,1,1.69,4.27,4.72
19/10/2024,Newcastle,Brighton,0,1,1.73,4.08,4.6
19/10/2024,Southampton,Leicester,2,3,2.2,3.54,3.32
19/10/2024,Bournemouth,Arsenal,2,0,4.85,3.73,1.77
20/10/2024,Wolves,Man City,1,2,8.3,5.48,1.35
20/10/2024,Liverpool,Chelsea,2,1,1.67,4.45,4.63
21/10/2024,Nott'm Forest,Crystal Palace,1,0,2.36,3.26,3.23
25/10/2024,Leicester,Nott'm Forest,1,3,2.96,3.35,2.45
26/10/2024,Aston Villa,Bournemouth,1,1,1.81,3.93,4.32
26/10/2024,Brentford,Ipswich,4,3,1.66,4.16,5.07
26/10/2024,Brighton,Wolves,2,2,1.57,4.37,5.67
26/10/2024,Man City,Southampton,1,0,1.12,10.03,20.56
26/10/2024,Everton,Fulham,1,1,2.76,3.38,2.63
27/10/2024,Chelsea,Newcastle,2,1,1.79,4.11,4.16
27/10/2024,Crystal Palace,Tottenham,1,0,3.73,3.97,1.93
27/10/2024,West Ham,Man United,2,1,3.3,3.69,2.15
27/10/2024,Arsenal,Liverpool,2,2,2.26,3.38,3.32
02/11/2024,Newcastle,Arsenal,1,0,3.99,3.61,1.95
02/11/2024,Bournemouth,Man City,2,1,5.83,4.45,1.55
02/11/2024,Ipswich,Leicester,1,1,2.36,3.59,2.97
02/11/2024,Liverpool,Brighton,2,1,1.38,5.57,7.49
02/11/2024,Nott'm Forest,West Ham,3,0,2.05,3.48,3.78
02/11/2024,Southampton,Everton,1,0,2.7,3.32,2.71
02/11/2024,Wolves,Crystal Palace,2,2,2.43,3.34,3.03
03/11/2024,Tottenham,Aston Villa,4,1,1.94,4.02,3.61
03/11/2024,Man United,Chelsea,1,1,2.65,3.6,2.58
04/11/2024,Fulham,Brentford,2,1,2.02,3.74,3.62
09/11/2024,Brentford,Bournemouth,3,2,2.6,3.58,2.66
09/11/2024,Crystal Palace,Fulham,0,2,3.35,3.34,2.26
09/11/2024,West Ham,Everton,0,0,2.16,3.44,3.49
09/11/2024,Wolves,Southampton,2,0,1.92,3.79,3.93
09/11/2024,Brighton,Man City,2,1,4.11,4.13,1.8
09/11/2024,Liverpool,Aston Villa,2,0,1.48,4.74,6.41
10/11/2024,Man United,Leicester,3,0,1.33,5.66,8.87
10/11/2024,Nott'm Forest,Newcastle,1,3,2.76,3.3,2.67
10/11/2024,Tottenham,Ipswich,1,2,1.25,6.71,10.56
10/11/2024,Chelsea,Arsenal,1,1,3.01,3.41,2.41
23/11/2024,Leicester,Chelsea,1,2,6.91,4.84,1.45
23/11/2024,Arsenal,Nott'm Forest,3,0,1.41,4.75,8.43
23/11/2024,Aston Villa,Crystal Palace,2,2,1.73,3.83,4.95
23/11/2024,Bournemouth,Brighton,1,2,2.46,3.56,2.84
23/11/2024,Everton,Brentford,0,0,2.36,3.38,3.13
23/11/2024,Fulham,Wolves,1,4,1.55,4.44,5.85
23/11/2024,Man City,Tottenham,0,4,1.41,5.35,6.94
24/11/2024,Southampton,Liverpool,2,3,9.12,5.7,1.32
24/11/2024,Ipswich,Man United,1,1,5.06,4.09,1.67
25/11/2024,Newcastle,West Ham,0,2,1.47,4.8,6.5
29/11/2024,Brighton,Southampton,1,1,1.39,5.45,7.29
30/11/2024,Brentford,Leicester,4,1,1.61,4.33,5.27
30/11/2024,Crystal Palace,Newcastle,1,1,3.25,3.48,2.24
30/11/2024,Nott'm Forest,Ipswich,1,0,1.72,3.95,4.86
30/11/2024,Wolves,Bournemouth,2,4,2.71,3.47,2.62
30/11/2024,West Ham,Arsenal,2,5,7.37,4.78,1.44
01/12/2024,Chelsea,Aston Villa,3,0,1.72,4.08,4.66
01/12/2024,Man United,Everton,4,0,1.62,4.05,5.68
01/12/2024,Tottenham,Fulham,1,1,1.95,4.07,3.56
01/12/2024,Liverpool,Man City,2,0,2.04,3.76,3.5
03/12/2024,Ipswich,Crystal Palace,0,1,3.27,3.36,2.29
03/12/2024,Leicester,West Ham,3,1,2.99,3.47,2.38
04/12/2024,Everton,Wolves,4,0,2.11,3.35,3.74
04/12/2024,Man City,Nott'm Forest,3,0,1.32,5.64,9.34
04/12/2024,Newcastle,Liverpool,3,3,3.63,3.76,1.99
04/12/2024,Southampton,Chelsea,1,5,8.74,5.8,1.32
04/12/2024,Arsenal,Man United,2,0,1.45,4.84,6.86
04/12/2024,Aston Villa,Brentford,3,1,1.69,4.11,4.89
05/12/2024,Fulham,Brighton,3,1,2.6,3.58,2.66
05/12/2024,Bournemouth,Tottenham,1,0,2.18,3.91,3.05
07/12/2024,Aston Villa,Southampton,1,0,1.32,5.67,9.15
07/12/2024,Brentford,Newcastle,4,2,2.95,3.68,2.33
07/12/2024,Crystal Palace,Man City,2,2,4.67,4.0,1.74
07/12/2024,Man United,Nott'm Forest,2,3,1.68,3.93,5.09
08/12/2024,Fulham,Arsenal,1,1,5.34,4.24,1.62
08/12/2024,Ipswich,Bournemouth,1,2,3.81,3.83,1.93
08/12/2024,Leicester,Brighton,2,2,4.92,4.22,1.67
08/12/2024,Tottenham,Chelsea,3,4,2.9,3.98,2.24
09/12/2024,West Ham,Wolves,2,1,1.82,3.88,4.24
14/12/2024,Arsenal,Everton,0,0,1.23,6.39,12.72
14/12/2024,Liverpool,Fulham,2,2,1.29,6.13,9.58
14/12/2024,Newcastle,Leicester,4,0,1.29,6.18,9.42
14/12/2024,Wolves,Ipswich,1,2,1.98,3.64,3.77
14/12/2024,Nott'm Forest,Aston Villa,2,1,2.71,3.19,2.76
15/12/2024,Brighton,Crystal Palace,1,3,1.9,3.69,4.05
15/12/2024,Man City,Man United,1,2,1.54,4.79,5.5
15/12/2024,Chelsea,Brentford,2,1,1.35,5.84,7.68
15/12/2024,Southampton,Tottenham,0,5,3.98,4.42,1.77
16/12/2024,Bournemouth,West Ham,1,1,1.74,4.18,4.41
21/12/2024,Aston Villa,Man City,2,1,3.2,3.63,2.19
21/12/2024,Brentford,Nott'm Forest,0,2,2.49,3.58,2.75
21/12/2024,Ipswich,Newcastle,0,4,4.69,4.04,1.72
21/12/2024,West Ham,Brighton,1,1,2.77,3.63,2.46
21/12/2024,Crystal Palace,Arsenal,1,5,7.14,4.42,1.48
22/12/2024,Everton,Chelsea,0,0,4.84,4.12,1.68
22/12/2024,Fulham,Southampton,0,0,1.62,4.18,5.45
22/12/2024,Leicester,Wolves,0,3,2.92,3.43,2.44
22/12/2024,Man United,Bournemouth,0,3,1.86,3.75,4.2
22/12/2024,Tottenham,Liverpool,3,6,4.69,4.57,1.64
26/12/2024,Man City,Everton,1,1,1.34,5.41,8.72
26/12/2024,Bournemouth,Crystal Palace,0,0,2.08,3.64,3.47
26/12/2024,Chelsea,Fulham,1,2,1.46,4.92,6.28
26/12/2024,Newcastle,Aston Villa,3,0,1.94,3.79,3.8
26/12/2024,Nott'm Forest,Tottenham,1,0,2.16,3.91,3.07
26/12/2024,Southampton,West Ham,0,1,3.08,3.52,2.29
26/12/2024,Wolves,Man United,2,0,4.35,3.81,1.82
26/12/2024,Liverpool,Leicester,3,1,1.08,12.79,27.21
27/12/2024,Brighton,Brentford,0,0,1.62,4.5,4.89
27/12/2024,Arsenal,Ipswich,1,0,1.14,8.78,18.59
29/12/2024,Leicester,Man City,0,2,9.62,6.36,1.27
29/12/2024,Crystal Palace,Southampton,2,1,1.53,4.34,6.2
29/12/2024,Everton,Nott'm Forest,0,2,2.69,3.08,2.89
29/12/2024,Fulham,Bournemouth,2,2,2.3,3.43,3.18
29/12/2024,Tottenham,Wolves,2,2,1.66,4.53,4.58
29/12/2024,West Ham,Liverpool,0,5,7.44,5.35,1.38
30/12/2024,Aston Villa,Brighton,2,2,1.89,3.73,4.06
30/12/2024,Ipswich,Chelsea,2,0,7.45,5.18,1.39
30/12/2024,Man United,Newcastle,0,2,2.74,3.53,2.52
01/01/2025,Brentford,Arsenal,1,3,5.87,4.46,1.54
04/01/2025,Tottenham,Newcastle,1,2,3.81,4.5,1.79
04/01/2025,Aston Villa,Leicester,2,1,1.33,5.63,8.49
04/01/2025,Bournemouth,Everton,1,0,1.69,3.86,5.1
04/01/2025,Crystal Palace,Chelsea,1,1,3.58,3.84,1.98
04/01/2025,Man City,West Ham,4,1,1.24,6.97,10.25
04/01/2025,Southampton,Brentford,0,5,3.33,3.58,2.15
04/01/2025,Brighton,Arsenal,1,1,4.74,3.59,1.81
05/01/2025,Fulham,Ipswich,2,2,1.56,4.16,6.02
05/01/2025,Liverpool,Man United,2,2,1.36,5.42,7.9
06/01/2025,Wolves,Nott'm Forest,0,3,3.86,3.46,2.01
14/01/2025,Brentford,Man City,2,2,5.16,4.47,1.6
14/01/2025,Chelsea,Bournemouth,2,2,1.52,4.75,5.54
14/01/2025,West Ham,Fulham,3,2,3.07,3.3,2.42
14/01/2025,Nott'm Forest,Liverpool,1,1,5.37,4.2,1.61
15/01/2025,Everton,Aston Villa,0,1,3.48,3.11,2.29
15/01/2025,Leicester,Crystal Palace,0,2,3.93,3.61,1.95
15/01/2025,Newcastle,Wolves,3,0,1.37,5.26,7.88
15/01/2025,Arsenal,Tottenham,2,1,1.38,5.31,7.55
16/01/2025,Ipswich,Brighton,0,2,3.81,3.66,1.97
16/01/2025,Man United,Southampton,3,1,1.28,5.94,10.77
18/01/2025,Newcastle,Bournemouth,1,4,1.64,4.23,5.05
18/01/2025,Brentford,Liverpool,0,2,6.04,4.97,1.48
18/01/2025,Leicester,Fulham,0,2,4.5,3.74,1.8
18/01/2025,West Ham,Crystal Palace,0,2,2.78,3.26,2.64
18/01/2025,Arsenal,Aston Villa,2,2,1.57,4.14,6.06
19/01/2025,Everton,Tottenham,3,2,2.57,3.39,2.79
19/01/2025,Man United,Brighton,1,3,2.31,3.4,3.18
19/01/2025,Nott'm Forest,Southampton,3,2,1.4,4.88,8.13
19/01/2025,Ipswich,Man City,0,6,7.72,5.21,1.39
20/01/2025,Chelsea,Wolves,3,1,1.43,5.16,6.64
25/01/2025,Bournemouth,Nott'm Forest,5,0,1.99,3.64,3.77
25/01/2025,Brighton,Everton,0,1,1.7,3.74,5.37
25/01/2025,Liverpool,Ipswich,4,1,1.11,11.32,21.57
25/01/2025,Southampton,Newcastle,1,3,6.48,4.91,1.46
25/01/2025,Wolves,Arsenal,0,1,5.87,4.07,1.6
25/01/2025,Man City,Chelsea,3,1,2.34,3.8,2.84
26/01/2025,Crystal Palace,Brentford,1,2,1.97,3.76,3.7
26/01/2025,Tottenham,Leicester,1,2,1.51,4.92,5.58
26/01/2025,Aston Villa,West Ham,1,1,1.47,4.75,6.52
26/01/2025,Fulham,Man United,0,1,2.39,3.44,2.99
01/02/2025,Nott'm Forest,Brighton,7,0,2.63,3.39,2.72
01/02/2025,Bournemouth,Liverpool,0,2,4.51,4.22,1.71
01/02/2025,Everton,Leicester,4,0,1.95,3.35,4.33
01/02/2025,Ipswich,Southampton,1,2,1.92,3.64,4.01
01/02/2025,Newcastle,Fulham,1,2,1.73,3.88,4.83
01/02/2025,Wolves,Aston Villa,2,0,3.17,3.43,2.3
02/02/2025,Brentford,Tottenham,0,2,2.0,4.12,3.34
02/02/2025,Man United,Crystal Palace,0,2,1.79,3.63,4.74
02/02/2025,Arsenal,Man City,5,1,1.91,3.93,3.81
03/02/2025,Chelsea,West Ham,2,1,1.29,6.25,9.4
12/02/2025,Everton,Liverpool,2,2,7.49,4.55,1.46
14/02/2025,Brighton,Chelsea,3,0,2.93,3.66,2.36
15/02/2025,Leicester,Arsenal,0,2,10.1,5.41,1.32
15/02/2025,Aston Villa,Ipswich,1,1,1.43,4.94,7.18
15/02/2025,Fulham,Nott'm Forest,2,1,2.16,3.44,3.5
15/02/2025,Man City,Newcastle,4,0,2.07,4.02,3.26
15/02/2025,Southampton,Bournemouth,1,3,6.02,4.73,1.51
15/02/2025,West Ham,Brentford,0,1,2.38,3.65,2.88
15/02/2025,Crystal Palace,Everton,1,2,2.02,3.18,4.36
16/02/2025,Liverpool,Wolves,2,1,1.23,6.99,11.94
16/02/2025,Tottenham,Man United,1,0,2.2,3.85,3.08
19/02/2025,Aston Villa,Liverpool,2,2,3.83,3.98,1.9
21/02/2025,Leicester,Brentford,0,4,3.66,3.84,1.98
22/02/2025,Everton,Man United,2,2,2.65,3.13,2.92
22/02/2025,Arsenal,West Ham,0,1,1.29,5.63,11.79
22/02/2025,Bournemouth,Wolves,0,1,1.64,4.18,5.22
22/02/2025,Fulham,Crystal Palace,0,2,2.08,3.46,3.72
22/02/2025,Ipswich,Tottenham,1,4,3.38,3.8,2.07
22/02/2025,Southampton,Brighton,0,4,5.7,4.5,1.56
22/02/2025,Aston Villa,Chelsea,2,1,2.62,3.53,2.65
23/02/2025,Newcastle,Nott'm Forest,4,3,1.91,3.84,3.89
23/02/2025,Man City,Liverpool,0,2,3.14,3.82,2.19
25/02/2025,Brighton,Bournemouth,2,1,1.98,3.87,3.64
25/02/2025,Crystal Palace,Aston Villa,4,1,2.26,3.52,3.19
25/02/2025,Wolves,Fulham,1,2,2.42,3.28,3.1
25/02/2025,Chelsea,Southampton,4,0,1.17,8.31,16.08
26/02/2025,Brentford,Everton,1,1,2.08,3.6,3.54
26/02/2025,Man United,Ipswich,3,2,1.51,4.5,6.35
26/02/2025,Nott'm Forest,Arsenal,0,0,4.23,3.45,1.94
26/02/2025,Tottenham,Man City,0,1,3.88,4.29,1.82
26/02/2025,Liverpool,Newcastle,2,0,1.37,5.47,7.71
27/02/2025,West Ham,Leicester,2,0,1.77,3.77,4.77
08/03/2025,Nott'm Forest,Man City,1,0,3.8,3.79,1.95
08/03/2025,Brighton,Fulham,2,1,2.01,3.55,3.85
08/03/2025,Crystal Palace,Ipswich,1,0,1.55,4.2,6.26
08/03/2025,Liverpool,Southampton,3,1,1.11,10.91,23.99
08/03/2025,Brentford,Aston Villa,0,1,2.16,3.88,3.15
08/03/2025,Wolves,Everton,1,1,2.84,2.98,2.84
09/03/2025,Chelsea,Leicester,1,0,1.23,6.96,12.22
09/03/2025,Tottenham,Bournemouth,2,2,2.8,3.75,2.4
09/03/2025,Man United,Arsenal,1,1,5.1,3.55,1.78
10/03/2025,West Ham,Newcastle,0,1,3.35,3.49,2.2
15/03/2025,Everton,West Ham,1,1,2.14,3.22,3.82
15/03/2025,Ipswich,Nott'm Forest,2,4,3.99,3.56,1.96
15/03/2025,Man City,Brighton,2,2,1.81,4.03,4.15
15/03/2025,Southampton,Wolves,1,2,3.9,3.38,2.04
15/03/2025,Bournemouth,Brentford,1,2,1.76,4.2,4.29
16/03/2025,Arsenal,Chelsea,1,0,1.73,3.68,5.24
16/03/2025,Fulham,Tottenham,2,0,1.85,3.94,4.04
16/03/2025,Leicester,Man United,0,3,4.5,3.74,1.81
01/04/2025,Arsenal,Fulham,2,1,1.49,4.16,7.46
01/04/2025,Wolves,West Ham,1,0,2.37,3.25,3.21
01/04/2025,Nott'm Forest,Man United,1,0,2.36,3.39,3.11
02/04/2025,Bournemouth,Ipswich,1,2,1.39,5.13,7.75
02/04/2025,Brighton,Aston Villa,0,3,2.35,3.49,3.03
02/04/2025,Man City,Leicester,2,0,1.2,7.6,13.22
02/04/2025,Newcastle,Brentford,2,1,1.67,4.32,4.68
02/04/2025,Southampton,Crystal Palace,1,1,5.68,4.04,1.61
02/04/2025,Liverpool,Everton,1,0,1.48,4.38,7.07
03/04/2025,Chelsea,Tottenham,1,0,1.68,4.36,4.58
05/04/2025,Everton,Arsenal,1,1,4.1,3.17,2.07
05/04/2025,Crystal Palace,Brighton,2,1,2.53,3.39,2.81
05/04/2025,Ipswich,Wolves,1,2,2.84,3.2,2.63
05/04/2025,West Ham,Bournemouth,2,2,2.98,3.49,2.38
05/04/2025,Aston Villa,Nott'm Forest,2,1,2.14,3.39,3.57
06/04/2025,Brentford,Chelsea,0,0,2.89,3.57,2.41
06/04/2025,Fulham,Liverpool,3,2,4.19,3.52,1.92
06/04/2025,Tottenham,Southampton,3,1,1.37,5.41,7.68
06/04/2025,Man United,Man City,0,0,3.39,3.67,2.11
07/04/2025,Leicester,Newcastle,0,3,7.18,4.63,1.45
12/04/2025,Man City,Crystal Palace,5,2,1.63,4.25,5.16
12/04/2025,Brighton,Leicester,2,2,1.29,5.98,10.04
12/04/2025,Nott'm Forest,Everton,0,1,1.97,3.34,4.21
12/04/2025,Southampton,Aston Villa,0,3,6.1,4.55,1.52
12/04/2025,Arsenal,Brentford,1,1,1.63,4.15,5.21
13/04/2025,Chelsea,Ipswich,2,2,1.2,7.33,13.53
13/04/2025,Liverpool,West Ham,2,1,1.28,5.9,10.63
13/04/2025,Wolves,Tottenham,4,2,2.28,3.56,3.1
13/04/2025,Newcastle,Man United,4,1,1.61,4.29,5.26
14/04/2025,Bournemouth,Fulham,1,0,2.24,3.41,3.3
16/04/2025,Newcastle,Crystal Palace,5,0,1.67,3.99,5.1
19/04/2025,Brentford,Brighton,4,2,2.64,3.58,2.59
19/04/2025,Crystal Palace,Bournemouth,0,0,2.57,3.49,2.72
19/04/2025,Everton,Man City,0,2,4.06,3.64,1.91
19/04/2025,West Ham,Southampton,1,1,1.6,4.3,5.37
19/04/2025,Aston Villa,Newcastle,4,1,2.54,3.6,2.69
20/04/2025,Fulham,Chelsea,1,2,3.07,3.57,2.3
20/04/2025,Ipswich,Arsenal,0,4,9.07,5.12,1.35
20/04/2025,Man United,Wolves,0,1,2.56,3.44,2.76
20/04/2025,Leicester,Liverpool,0,1,11.84,6.92,1.22
21/04/2025,Tottenham,Nott'm Forest,1,2,2.4,3.49,2.96
22/04/2025,Man City,Aston Villa,2,1,1.91,3.92,3.84
23/04/2025,Arsenal,Crystal Palace,2,2,1.4,4.77,8.6
26/04/2025,Chelsea,Everton,1,0,1.44,4.79,7.31
26/04/2025,Brighton,West Ham,3,2,1.78,3.96,4.36
26/04/2025,Newcastle,Ipswich,3,0,1.17,8.08,15.61
26/04/2025,Southampton,Fulham,1,2,5.15,4.08,1.65
26/04/2025,Wolves,Leicester,3,0,1.53,4.39,6.11
27/04/2025,Bournemouth,Man United,1,1,1.95,3.83,3.69
27/04/2025,Liverpool,Tottenham,5,1,1.2,7.4,12.79
01/05/2025,Nott'm Forest,Brentford,0,2,2.31,3.54,3.07
02/05/2025,Man City,Wolves,1,0,1.34,5.42,9.09
03/05/2025,Aston Villa,Fulham,1,0,1.86,3.75,4.18
03/05/2025,Everton,Ipswich,2,2,1.56,4.28,5.91
03/05/2025,Leicester,Southampton,2,0,2.42,3.55,2.87
03/05/2025,Arsenal,Bournemouth,1,2,1.68,4.04,4.93
04/05/2025,Brentford,Man United,4,3,1.65,4.36,4.79
04/05/2025,Brighton,Newcastle,1,1,3.12,3.71,2.21
04/05/2025,West Ham,Tottenham,1,1,1.86,3.93,3.97
04/05/2025,Chelsea,Liverpool,3,1,2.35,3.71,2.86
05/05/2025,Crystal Palace,Nott'm Forest,1,1,2.2,3.43,3.39
10/05/2025,Fulham,Everton,1,3,1.76,3.68,4.89
10/05/2025,Ipswich,Brentford,0,1,5.66,4.68,1.53
10/05/2025,Southampton,Man City,0,0,13.84,7.49,1.19
10/05/2025,Wolves,Brighton,0,2,2.98,3.34,2.45
10/05/2025,Bournemouth,Aston Villa,0,1,2.58,3.53,2.68
11/05/2025,Newcastle,Chelsea,2,0,2.24,3.75,3.03
11/05/2025,Man United,West Ham,0,2,2.01,3.67,3.66
11/05/2025,Nott'm Forest,Leicester,2,2,1.39,5.03,7.8
11/05/2025,Tottenham,Crystal Palace,0,2,3.05,3.64,2.27
11/05/2025,Liverpool,Arsenal,2,2,2.24,3.56,3.16
16/05/2025,Aston Villa,Tottenham,2,0,1.26,6.66,10.21
16/05/2025,Chelsea,Man United,1,0,1.57,4.53,5.46
18/05/2025,Everton,Southampton,2,0,1.43,4.76,7.54
18/05/2025,West Ham,Nott'm Forest,1,2,3.0,3.39,2.41
18/05/2025,Brentford,Fulham,2,3,2.04,3.75,3.5
18/05/2025,Leicester,Ipswich,2,0,2.27,3.67,3.04
18/05/2025,Arsenal,Newcastle,1,0,1.9,3.76,3.99
19/05/2025,Brighton,Liverpool,3,2,2.22,3.89,2.97
20/05/2025,Crystal Palace,Wolves,4,2,2.37,3.31,3.12
20/05/2025,Man City,Bournemouth,3,1,1.34,5.59,8.53
25/05/2025,Bournemouth,Leicester,2,0,1.34,5.6,8.53
25/05/2025,Fulham,Man City,0,2,6.06,4.53,1.52
25/05/2025,Ipswich,West Ham,1,3,3.2,3.59,2.22
25/05/2025,Liverpool,Crystal Palace,1,1,1.37,5.95,6.99
25/05/2025,Man United,Aston Villa,2,0,4.74,4.29,1.67
25/05/2025,Newcastle,Everton,0,1,1.27,6.18,10.88
25/05/2025,Nott'm Forest,Chelsea,0,1,3.44,3.78,2.06
25/05/2025,Southampton,Arsenal,1,2,11.73,6.4,1.25
25/05/2025,Tottenham,Brighton,1,4,3.71,4.02,1.91
25/05/2025,Wolves,Brentford,1,1,2.91,3.74,2.32
